Date,Close
2021-05-10 00:00:00-04:00,303.587646484375
2021-05-11 00:00:00-04:00,304.1432800292969
2021-05-12 00:00:00-04:00,300.1941833496094
2021-05-13 00:00:00-04:00,302.8831787109375
2021-05-14 00:00:00-04:00,313.47991943359375
2021-05-17 00:00:00-04:00,313.003662109375
2021-05-18 00:00:00-04:00,307.5465087890625
2021-05-19 00:00:00-04:00,311.1482849121094
2021-05-20 00:00:00-04:00,316.1291809082031
2021-05-21 00:00:00-04:00,313.7677307128906
2021-05-24 00:00:00-04:00,322.10235595703125
2021-05-25 00:00:00-04:00,325.23773193359375
2021-05-26 00:00:00-04:00,325.1086730957031
2021-05-27 00:00:00-04:00,330.1590576171875
2021-05-28 00:00:00-04:00,326.1703796386719
2021-06-01 00:00:00-04:00,326.56732177734375
2021-06-02 00:00:00-04:00,326.58709716796875
2021-06-03 00:00:00-04:00,323.5013427734375
2021-06-04 00:00:00-04:00,327.7777404785156
2021-06-07 00:00:00-04:00,333.9592590332031
2021-06-08 00:00:00-04:00,331.08184814453125
2021-06-09 00:00:00-04:00,327.6785583496094
2021-06-10 00:00:00-04:00,329.8713684082031
2021-06-11 00:00:00-04:00,328.6807556152344
2021-06-14 00:00:00-04:00,334.1478271484375
2021-06-15 00:00:00-04:00,334.1279296875
2021-06-16 00:00:00-04:00,328.5020751953125
2021-06-17 00:00:00-04:00,333.88983154296875
2021-06-18 00:00:00-04:00,327.0931396484375
2021-06-21 00:00:00-04:00,329.7026672363281
2021-06-22 00:00:00-04:00,336.3901672363281
2021-06-23 00:00:00-04:00,337.9380187988281
2021-06-24 00:00:00-04:00,340.5078430175781
2021-06-25 00:00:00-04:00,338.71197509765625
2021-06-28 00:00:00-04:00,352.870849609375
2021-06-29 00:00:00-04:00,349.1500549316406
2021-06-30 00:00:00-04:00,345.0025939941406
2021-07-01 00:00:00-04:00,351.6306457519531
2021-07-02 00:00:00-04:00,351.9382019042969
2021-07-06 00:00:00-04:00,350.03314208984375
2021-07-07 00:00:00-04:00,347.76092529296875
2021-07-08 00:00:00-04:00,342.9586181640625
2021-07-09 00:00:00-04:00,347.6915283203125
2021-07-12 00:00:00-04:00,350.41015625
2021-07-13 00:00:00-04:00,349.3484802246094
2021-07-14 00:00:00-04:00,344.9231872558594
2021-07-15 00:00:00-04:00,341.7778625488281
2021-07-16 00:00:00-04:00,338.5036315917969
2021-07-19 00:00:00-04:00,334.326416015625
2021-07-20 00:00:00-04:00,338.9997253417969
2021-07-21 00:00:00-04:00,343.53411865234375
2021-07-22 00:00:00-04:00,348.45550537109375
2021-07-23 00:00:00-04:00,366.9106140136719
2021-07-26 00:00:00-04:00,369.5599365234375
2021-07-27 00:00:00-04:00,364.94610595703125
2021-07-28 00:00:00-04:00,370.37347412109375
2021-07-29 00:00:00-04:00,355.52996826171875
2021-07-30 00:00:00-04:00,353.5257263183594
2021-08-02 00:00:00-04:00,349.2095642089844
2021-08-03 00:00:00-04:00,348.50506591796875
2021-08-04 00:00:00-04:00,356.1253356933594
2021-08-05 00:00:00-04:00,360.1437683105469
2021-08-06 00:00:00-04:00,360.6795654296875
2021-08-09 00:00:00-04:00,358.7943420410156
2021-08-10 00:00:00-04:00,358.318115234375
2021-08-11 00:00:00-04:00,357.1571960449219
2021-08-12 00:00:00-04:00,359.8262634277344
2021-08-13 00:00:00-04:00,360.3521728515625
2021-08-16 00:00:00-04:00,363.7057800292969
2021-08-17 00:00:00-04:00,355.6589050292969
2021-08-18 00:00:00-04:00,352.6823425292969
2021-08-19 00:00:00-04:00,352.3548583984375
2021-08-20 00:00:00-04:00,356.5718688964844
2021-08-23 00:00:00-04:00,360.52081298828125
2021-08-24 00:00:00-04:00,362.6640319824219
2021-08-25 00:00:00-04:00,365.5215759277344
2021-08-26 00:00:00-04:00,361.5428161621094
2021-08-27 00:00:00-04:00,369.7285461425781
2021-08-30 00:00:00-04:00,377.696044921875
2021-08-31 00:00:00-04:00,376.4259948730469
2021-09-01 00:00:00-04:00,379.0752258300781
2021-09-02 00:00:00-04:00,372.35797119140625
2021-09-03 00:00:00-04:00,373.3302917480469
2021-09-07 00:00:00-04:00,379.20416259765625
2021-09-08 00:00:00-04:00,374.630126953125
2021-09-09 00:00:00-04:00,375.0567932128906
2021-09-10 00:00:00-04:00,375.7413635253906
2021-09-13 00:00:00-04:00,373.57830810546875
2021-09-14 00:00:00-04:00,373.5981750488281
2021-09-15 00:00:00-04:00,371.008544921875
2021-09-16 00:00:00-04:00,370.1551818847656
2021-09-17 00:00:00-04:00,361.88018798828125
2021-09-20 00:00:00-04:00,352.93035888671875
2021-09-21 00:00:00-04:00,354.6965637207031
2021-09-22 00:00:00-04:00,340.53759765625
2021-09-23 00:00:00-04:00,343.2662353515625
2021-09-24 00:00:00-04:00,350.21173095703125
2021-09-27 00:00:00-04:00,350.826904296875
2021-09-28 00:00:00-04:00,337.99755859375
2021-09-29 00:00:00-04:00,336.9656677246094
2021-09-30 00:00:00-04:00,336.74737548828125
2021-10-01 00:00:00-04:00,340.3392028808594
2021-10-04 00:00:00-04:00,323.6898498535156
2021-10-05 00:00:00-04:00,330.3674621582031
2021-10-06 00:00:00-04:00,331.04217529296875
2021-10-07 00:00:00-04:00,326.65655517578125
2021-10-08 00:00:00-04:00,327.4800720214844
2021-10-11 00:00:00-04:00,322.91595458984375
2021-10-12 00:00:00-04:00,321.2490539550781
2021-10-13 00:00:00-04:00,322.0129699707031
2021-10-14 00:00:00-04:00,325.9718933105469
2021-10-15 00:00:00-04:00,322.2312927246094
2021-10-18 00:00:00-04:00,332.7289123535156
