Date,Close
2021-05-10 00:00:00-04:00,386.32501220703125
2021-05-11 00:00:00-04:00,377.8896789550781
2021-05-12 00:00:00-04:00,372.0795593261719
2021-05-13 00:00:00-04:00,375.0076599121094
2021-05-14 00:00:00-04:00,376.145751953125
2021-05-17 00:00:00-04:00,375.0718078613281
2021-05-18 00:00:00-04:00,376.6781921386719
2021-05-19 00:00:00-04:00,375.87042236328125
2021-05-20 00:00:00-04:00,375.08099365234375
2021-05-21 00:00:00-04:00,377.8254699707031
2021-05-24 00:00:00-04:00,377.2012939453125
2021-05-25 00:00:00-04:00,379.12884521484375
2021-05-26 00:00:00-04:00,379.2756652832031
2021-05-27 00:00:00-04:00,378.8076477050781
2021-05-28 00:00:00-04:00,378.09161376953125
2021-06-01 00:00:00-04:00,373.3187255859375
2021-06-02 00:00:00-04:00,372.5201416015625
2021-06-03 00:00:00-04:00,374.4568176269531
2021-06-04 00:00:00-04:00,372.327392578125
2021-06-07 00:00:00-04:00,367.3800048828125
2021-06-08 00:00:00-04:00,368.7476501464844
2021-06-09 00:00:00-04:00,368.1601867675781
2021-06-10 00:00:00-04:00,368.51824951171875
2021-06-11 00:00:00-04:00,365.2138671875
2021-06-14 00:00:00-04:00,366.3795471191406
2021-06-15 00:00:00-04:00,367.40753173828125
2021-06-16 00:00:00-04:00,364.6264343261719
2021-06-17 00:00:00-04:00,364.7181396484375
2021-06-18 00:00:00-04:00,358.7024841308594
2021-06-21 00:00:00-04:00,366.7171936035156
2021-06-22 00:00:00-04:00,367.2884216308594
2021-06-23 00:00:00-04:00,364.4049377441406
2021-06-24 00:00:00-04:00,367.4542541503906
2021-06-25 00:00:00-04:00,373.05535888671875
2021-06-28 00:00:00-04:00,369.8401794433594
2021-06-29 00:00:00-04:00,366.7448425292969
2021-06-30 00:00:00-04:00,368.90057373046875
2021-07-01 00:00:00-04:00,373.0001220703125
2021-07-02 00:00:00-04:00,377.1180419921875
2021-07-06 00:00:00-04:00,377.9471435546875
